id	genomic.feature	Chr	Start	End
BSGatlas-TSS-2343	tss	NC_000964.3	2966929	2966938
BSGatlas-TSS-2344	tss	NC_000964.3	2966930	2966939
BSGatlas-TSS-2345	tss	NC_000964.3	2967030	2967039
BSGatlas-TSS-2346	tss	NC_000964.3	2968097	2968106
BSGatlas-TSS-2347	tss	NC_000964.3	2968126	2968135
BSGatlas-TSS-2348	tss	NC_000964.3	2968712	2968721
BSGatlas-TSS-2349	tss	NC_000964.3	2968768	2968777
BSGatlas-TSS-2350	tss	NC_000964.3	2969659	2969668
BSGatlas-TSS-2351	tss	NC_000964.3	2970670	2970679
BSGatlas-TSS-2352	tss	NC_000964.3	2975885	2975894
BSGatlas-TSS-2353	tss	NC_000964.3	2978542	2978551
BSGatlas-TSS-2354	tss	NC_000964.3	2978557	2978566
BSGatlas-TSS-2355	tss	NC_000964.3	2978568	2978577
BSGatlas-TSS-2356	tss	NC_000964.3	2978588	2978597
BSGatlas-TSS-2357	tss	NC_000964.3	2978613	2978622
BSGatlas-TSS-2358	tss	NC_000964.3	2978694	2978703
BSGatlas-TSS-2359	tss	NC_000964.3	2980781	2980790
BSGatlas-TSS-2360	tss	NC_000964.3	2981066	2981075
BSGatlas-TSS-2361	tss	NC_000964.3	2982114	2982123
BSGatlas-TSS-2362	tss	NC_000964.3	2982450	2982459
BSGatlas-TSS-2363	tss	NC_000964.3	2982460	2982469
BSGatlas-TSS-2364	tss	NC_000964.3	2983091	2983100
BSGatlas-TSS-2365	tss	NC_000964.3	2983121	2983130
BSGatlas-TSS-2366	tss	NC_000964.3	2987646	2987655
BSGatlas-TSS-2367	tss	NC_000964.3	2989547	2989556
BSGatlas-TSS-2368	tss	NC_000964.3	2989646	2989655
BSGatlas-TSS-2369	tss	NC_000964.3	2991246	2991255
BSGatlas-TSS-2370	tss	NC_000964.3	2992297	2992306
BSGatlas-TSS-2371	tss	NC_000964.3	2992506	2992515
BSGatlas-TSS-2372	tss	NC_000964.3	2994662	2994671
BSGatlas-TSS-2373	tss	NC_000964.3	2994732	2994741
BSGatlas-TSS-2374	tss	NC_000964.3	2995643	2995652
BSGatlas-TSS-2375	tss	NC_000964.3	2996279	2996288
BSGatlas-TSS-2376	tss	NC_000964.3	2996675	2996684
BSGatlas-TSS-2377	tss	NC_000964.3	2996881	2996890
BSGatlas-TSS-2378	tss	NC_000964.3	2998664	2998673
BSGatlas-TSS-2379	tss	NC_000964.3	3006421	3006430
BSGatlas-TSS-2380	tss	NC_000964.3	3008838	3008847
BSGatlas-TSS-2381	tss	NC_000964.3	3008839	3008848
BSGatlas-TSS-2382	tss	NC_000964.3	3008852	3008861
BSGatlas-TSS-2383	tss	NC_000964.3	3008855	3008864
BSGatlas-TSS-2384	tss	NC_000964.3	3011492	3011501
BSGatlas-TSS-2385	tss	NC_000964.3	3014418	3014427
BSGatlas-TSS-2386	tss	NC_000964.3	3015057	3015066
BSGatlas-TSS-2387	tss	NC_000964.3	3016387	3016396
BSGatlas-TSS-2388	tss	NC_000964.3	3016531	3016540
BSGatlas-TSS-2389	tss	NC_000964.3	3017971	3017980
BSGatlas-TSS-2390	tss	NC_000964.3	3018235	3018244
BSGatlas-TSS-2391	tss	NC_000964.3	3018867	3018876
BSGatlas-TSS-2392	tss	NC_000964.3	3019471	3019480
BSGatlas-TSS-2393	tss	NC_000964.3	3021071	3021080
BSGatlas-TSS-2394	tss	NC_000964.3	3021152	3021161
BSGatlas-TSS-2395	tss	NC_000964.3	3021166	3021175
BSGatlas-TSS-2396	tss	NC_000964.3	3025314	3025323
BSGatlas-TSS-2397	tss	NC_000964.3	3025649	3025658
BSGatlas-TSS-2398	tss	NC_000964.3	3025668	3025677
BSGatlas-TSS-2399	tss	NC_000964.3	3028202	3028211
BSGatlas-TSS-2400	tss	NC_000964.3	3029243	3029252
BSGatlas-TSS-2401	tss	NC_000964.3	3031485	3031494
BSGatlas-TSS-2402	tss	NC_000964.3	3031510	3031519
BSGatlas-TSS-2403	tss	NC_000964.3	3031518	3031527
BSGatlas-TSS-2404	tss	NC_000964.3	3032098	3032107
BSGatlas-TSS-2405	tss	NC_000964.3	3032760	3032769
BSGatlas-TSS-2406	tss	NC_000964.3	3032905	3032914
BSGatlas-TSS-2407	tss	NC_000964.3	3033037	3033046
BSGatlas-TSS-2408	tss	NC_000964.3	3033071	3033080
BSGatlas-TSS-2409	tss	NC_000964.3	3034928	3034937
BSGatlas-TSS-2410	tss	NC_000964.3	3035470	3035479
BSGatlas-TSS-2411	tss	NC_000964.3	3035543	3035552
BSGatlas-TSS-2412	tss	NC_000964.3	3036534	3036543
BSGatlas-TSS-2413	tss	NC_000964.3	3038165	3038174
BSGatlas-TSS-2414	tss	NC_000964.3	3039958	3039967
BSGatlas-TSS-2415	tss	NC_000964.3	3039968	3039977
BSGatlas-TSS-2416	tss	NC_000964.3	3040046	3040055
BSGatlas-TSS-2417	tss	NC_000964.3	3040320	3040329
BSGatlas-TSS-2418	tss	NC_000964.3	3045216	3045225
BSGatlas-TSS-2419	tss	NC_000964.3	3045326	3045335
BSGatlas-TSS-2420	tss	NC_000964.3	3046579	3046588
BSGatlas-TSS-2421	tss	NC_000964.3	3046681	3046690
BSGatlas-TSS-2422	tss	NC_000964.3	3048038	3048047
BSGatlas-TSS-2423	tss	NC_000964.3	3048087	3048096
BSGatlas-TSS-2424	tss	NC_000964.3	3049498	3049507
BSGatlas-TSS-2425	tss	NC_000964.3	3049696	3049705
BSGatlas-TSS-2426	tss	NC_000964.3	3052624	3052633
BSGatlas-TSS-2427	tss	NC_000964.3	3054564	3054573
BSGatlas-TSS-2428	tss	NC_000964.3	3054647	3054656
BSGatlas-TSS-2429	tss	NC_000964.3	3054680	3054689
BSGatlas-TSS-2430	tss	NC_000964.3	3056343	3056352
BSGatlas-TSS-2431	tss	NC_000964.3	3056435	3056444
BSGatlas-TSS-2432	tss	NC_000964.3	3058585	3058594
BSGatlas-TSS-2433	tss	NC_000964.3	3059487	3059496
BSGatlas-TSS-2434	tss	NC_000964.3	3060220	3060229
BSGatlas-TSS-2435	tss	NC_000964.3	3060355	3060364
BSGatlas-TSS-2436	tss	NC_000964.3	3061621	3061630
BSGatlas-TSS-2437	tss	NC_000964.3	3065493	3065502
BSGatlas-TSS-2438	tss	NC_000964.3	3066163	3066172
BSGatlas-TSS-2439	tss	NC_000964.3	3066334	3066343
BSGatlas-TSS-2440	tss	NC_000964.3	3066405	3066414
BSGatlas-TSS-2441	tss	NC_000964.3	3066417	3066426
BSGatlas-TSS-2442	tss	NC_000964.3	3068865	3068874
BSGatlas-TSS-2443	tss	NC_000964.3	3069249	3069258
BSGatlas-TSS-2444	tss	NC_000964.3	3070542	3070551
BSGatlas-TSS-2445	tss	NC_000964.3	3072138	3072147
BSGatlas-TSS-2446	tss	NC_000964.3	3072175	3072184
BSGatlas-TSS-2447	tss	NC_000964.3	3072282	3072291
BSGatlas-TSS-2448	tss	NC_000964.3	3075210	3075219
BSGatlas-TSS-2449	tss	NC_000964.3	3075316	3075325
BSGatlas-TSS-2450	tss	NC_000964.3	3076725	3076734
BSGatlas-TSS-2451	tss	NC_000964.3	3078592	3078601
BSGatlas-TSS-2452	tss	NC_000964.3	3083248	3083257
BSGatlas-TSS-2453	tss	NC_000964.3	3083396	3083405
BSGatlas-TSS-2454	tss	NC_000964.3	3088263	3088272
BSGatlas-TSS-2455	tss	NC_000964.3	3092255	3092264
BSGatlas-TSS-2456	tss	NC_000964.3	3093773	3093782
BSGatlas-TSS-2457	tss	NC_000964.3	3095545	3095554
BSGatlas-TSS-2458	tss	NC_000964.3	3096601	3096610
BSGatlas-TSS-2459	tss	NC_000964.3	3096718	3096727
BSGatlas-TSS-2460	tss	NC_000964.3	3097799	3097808
BSGatlas-TSS-2461	tss	NC_000964.3	3100857	3100866
BSGatlas-TSS-2462	tss	NC_000964.3	3102541	3102550
BSGatlas-TSS-2463	tss	NC_000964.3	3105397	3105406
BSGatlas-TSS-2464	tss	NC_000964.3	3105433	3105442
BSGatlas-TSS-2465	tss	NC_000964.3	3106061	3106070
BSGatlas-TSS-2466	tss	NC_000964.3	3106135	3106144
BSGatlas-TSS-2467	tss	NC_000964.3	3108521	3108530
BSGatlas-TSS-2468	tss	NC_000964.3	3108579	3108588
BSGatlas-TSS-2469	tss	NC_000964.3	3112111	3112120
BSGatlas-TSS-2470	tss	NC_000964.3	3113915	3113924
BSGatlas-TSS-2471	tss	NC_000964.3	3117863	3117872
BSGatlas-TSS-2472	tss	NC_000964.3	3119480	3119489
BSGatlas-TSS-2473	tss	NC_000964.3	3119878	3119887
BSGatlas-TSS-2474	tss	NC_000964.3	3119887	3119896
BSGatlas-TSS-2475	tss	NC_000964.3	3119953	3119962
BSGatlas-TSS-2476	tss	NC_000964.3	3123118	3123127
BSGatlas-TSS-2477	tss	NC_000964.3	3124018	3124027
BSGatlas-TSS-2478	tss	NC_000964.3	3124154	3124163
BSGatlas-TSS-2479	tss	NC_000964.3	3126861	3126870
BSGatlas-TSS-2480	tss	NC_000964.3	3129073	3129082
BSGatlas-TSS-2481	tss	NC_000964.3	3129354	3129363
BSGatlas-TSS-2482	tss	NC_000964.3	3129486	3129495
BSGatlas-TSS-2483	tss	NC_000964.3	3132309	3132318
BSGatlas-TSS-2484	tss	NC_000964.3	3132317	3132326
BSGatlas-TSS-2485	tss	NC_000964.3	3135488	3135497
BSGatlas-TSS-2486	tss	NC_000964.3	3135537	3135546
BSGatlas-TSS-2487	tss	NC_000964.3	3135635	3135644
BSGatlas-TSS-2488	tss	NC_000964.3	3136114	3136123
BSGatlas-TSS-2489	tss	NC_000964.3	3136691	3136700
BSGatlas-TSS-2490	tss	NC_000964.3	3136704	3136713
BSGatlas-TSS-2491	tss	NC_000964.3	3136764	3136773
BSGatlas-TSS-2492	tss	NC_000964.3	3137412	3137421
BSGatlas-TSS-2493	tss	NC_000964.3	3138060	3138069
BSGatlas-TSS-2494	tss	NC_000964.3	3138921	3138930
BSGatlas-TSS-2495	tss	NC_000964.3	3139255	3139264
BSGatlas-TSS-2496	tss	NC_000964.3	3139294	3139303
BSGatlas-TSS-2497	tss	NC_000964.3	3139380	3139389
BSGatlas-TSS-2498	tss	NC_000964.3	3141866	3141875
BSGatlas-TSS-2499	tss	NC_000964.3	3145992	3146001
BSGatlas-TSS-2500	tss	NC_000964.3	3146068	3146077
BSGatlas-TSS-2501	tss	NC_000964.3	3146085	3146094
BSGatlas-TSS-2502	tss	NC_000964.3	3146168	3146177
BSGatlas-TSS-2503	tss	NC_000964.3	3148254	3148263
BSGatlas-TSS-2504	tss	NC_000964.3	3148802	3148811
BSGatlas-TSS-2505	tss	NC_000964.3	3149701	3149710
BSGatlas-TSS-2506	tss	NC_000964.3	3149830	3149839
BSGatlas-TSS-2507	tss	NC_000964.3	3149996	3150005
BSGatlas-TSS-2508	tss	NC_000964.3	3153827	3153836
BSGatlas-TSS-2509	tss	NC_000964.3	3153973	3153982
BSGatlas-TSS-2510	tss	NC_000964.3	3153979	3153988
BSGatlas-TSS-2511	tss	NC_000964.3	3155585	3155594
BSGatlas-TSS-2512	tss	NC_000964.3	3155671	3155680
BSGatlas-TSS-2513	tss	NC_000964.3	3161927	3161936
BSGatlas-TSS-2514	tss	NC_000964.3	3162052	3162061
BSGatlas-TSS-2515	tss	NC_000964.3	3162393	3162402
BSGatlas-TSS-2516	tss	NC_000964.3	3163200	3163209
BSGatlas-TSS-2517	tss	NC_000964.3	3171655	3171664
BSGatlas-TSS-2518	tss	NC_000964.3	3171688	3171697
BSGatlas-TSS-2519	tss	NC_000964.3	3178769	3178778
BSGatlas-TSS-2520	tss	NC_000964.3	3178815	3178824
BSGatlas-TSS-2521	tss	NC_000964.3	3178905	3178914
BSGatlas-TSS-2522	tss	NC_000964.3	3179067	3179076
BSGatlas-TSS-2523	tss	NC_000964.3	3182582	3182591
BSGatlas-TSS-2524	tss	NC_000964.3	3182668	3182677
BSGatlas-TSS-2525	tss	NC_000964.3	3182675	3182684
BSGatlas-TSS-2526	tss	NC_000964.3	3183819	3183828
BSGatlas-TSS-2527	tss	NC_000964.3	3184853	3184862
BSGatlas-TSS-2528	tss	NC_000964.3	3186613	3186622
BSGatlas-TSS-2529	tss	NC_000964.3	3186706	3186715
BSGatlas-TSS-2530	tss	NC_000964.3	3187397	3187406
BSGatlas-TSS-2531	tss	NC_000964.3	3188163	3188172
BSGatlas-TSS-2532	tss	NC_000964.3	3190764	3190773
BSGatlas-TSS-2533	tss	NC_000964.3	3191734	3191743
BSGatlas-TSS-2534	tss	NC_000964.3	3193091	3193100
BSGatlas-TSS-2535	tss	NC_000964.3	3193543	3193552
BSGatlas-TSS-2536	tss	NC_000964.3	3193806	3193815
BSGatlas-TSS-2537	tss	NC_000964.3	3194555	3194564
BSGatlas-TSS-2538	tss	NC_000964.3	3196743	3196752
BSGatlas-TSS-2539	tss	NC_000964.3	3196764	3196773
BSGatlas-TSS-2540	tss	NC_000964.3	3196854	3196863
BSGatlas-TSS-2541	tss	NC_000964.3	3201850	3201859
BSGatlas-TSS-2542	tss	NC_000964.3	3203962	3203971
BSGatlas-TSS-2543	tss	NC_000964.3	3206086	3206095
BSGatlas-TSS-2544	tss	NC_000964.3	3206093	3206102
BSGatlas-TSS-2545	tss	NC_000964.3	3208187	3208196
BSGatlas-TSS-2546	tss	NC_000964.3	3210305	3210314
BSGatlas-TSS-2547	tss	NC_000964.3	3212472	3212481
BSGatlas-TSS-2548	tss	NC_000964.3	3212565	3212574
BSGatlas-TSS-2549	tss	NC_000964.3	3212621	3212630
BSGatlas-TSS-2550	tss	NC_000964.3	3214299	3214308
BSGatlas-TSS-2551	tss	NC_000964.3	3215346	3215355
BSGatlas-TSS-2552	tss	NC_000964.3	3216075	3216084
BSGatlas-TSS-2553	tss	NC_000964.3	3217002	3217011
BSGatlas-TSS-2554	tss	NC_000964.3	3218226	3218235
BSGatlas-TSS-2555	tss	NC_000964.3	3218501	3218510
BSGatlas-TSS-2556	tss	NC_000964.3	3218569	3218578
BSGatlas-TSS-2557	tss	NC_000964.3	3220912	3220921
BSGatlas-TSS-2558	tss	NC_000964.3	3222053	3222062
BSGatlas-TSS-2559	tss	NC_000964.3	3222118	3222127
BSGatlas-TSS-2560	tss	NC_000964.3	3223410	3223419
BSGatlas-TSS-2561	tss	NC_000964.3	3224664	3224673
BSGatlas-TSS-2562	tss	NC_000964.3	3224746	3224755
BSGatlas-TSS-2563	tss	NC_000964.3	3224821	3224830
BSGatlas-TSS-2564	tss	NC_000964.3	3224827	3224836
BSGatlas-TSS-2565	tss	NC_000964.3	3225616	3225625
BSGatlas-TSS-2566	tss	NC_000964.3	3225682	3225691
BSGatlas-TSS-2567	tss	NC_000964.3	3226837	3226846
BSGatlas-TSS-2568	tss	NC_000964.3	3227481	3227490
BSGatlas-TSS-2569	tss	NC_000964.3	3227485	3227494
BSGatlas-TSS-2570	tss	NC_000964.3	3228706	3228715
BSGatlas-TSS-2571	tss	NC_000964.3	3228719	3228728
BSGatlas-TSS-2572	tss	NC_000964.3	3230034	3230043
BSGatlas-TSS-2573	tss	NC_000964.3	3231365	3231374
BSGatlas-TSS-2574	tss	NC_000964.3	3232478	3232487
BSGatlas-TSS-2575	tss	NC_000964.3	3232569	3232578
BSGatlas-TSS-2576	tss	NC_000964.3	3233886	3233895
BSGatlas-TSS-2577	tss	NC_000964.3	3234568	3234577
BSGatlas-TSS-2578	tss	NC_000964.3	3236448	3236457
BSGatlas-TSS-2579	tss	NC_000964.3	3237010	3237019
BSGatlas-TSS-2580	tss	NC_000964.3	3239635	3239644
BSGatlas-TSS-2581	tss	NC_000964.3	3244738	3244747
BSGatlas-TSS-2582	tss	NC_000964.3	3246326	3246335
BSGatlas-TSS-2583	tss	NC_000964.3	3246382	3246391
BSGatlas-TSS-2584	tss	NC_000964.3	3246427	3246436
BSGatlas-TSS-2585	tss	NC_000964.3	3246524	3246533
BSGatlas-TSS-2586	tss	NC_000964.3	3249714	3249723
BSGatlas-TSS-2587	tss	NC_000964.3	3253471	3253480
BSGatlas-TSS-2588	tss	NC_000964.3	3254554	3254563
BSGatlas-TSS-2589	tss	NC_000964.3	3255427	3255436
BSGatlas-TSS-2590	tss	NC_000964.3	3256964	3256973
BSGatlas-TSS-2591	tss	NC_000964.3	3257018	3257027
BSGatlas-TSS-2592	tss	NC_000964.3	3257304	3257313
BSGatlas-TSS-2593	tss	NC_000964.3	3257426	3257435
BSGatlas-TSS-2594	tss	NC_000964.3	3257661	3257670
BSGatlas-TSS-2595	tss	NC_000964.3	3259296	3259305
BSGatlas-TSS-2596	tss	NC_000964.3	3260758	3260767
BSGatlas-TSS-2597	tss	NC_000964.3	3261474	3261483
BSGatlas-TSS-2598	tss	NC_000964.3	3262288	3262297
BSGatlas-TSS-2599	tss	NC_000964.3	3262572	3262581
BSGatlas-TSS-2600	tss	NC_000964.3	3263398	3263407
BSGatlas-TSS-2601	tss	NC_000964.3	3263781	3263790
BSGatlas-TSS-2602	tss	NC_000964.3	3263794	3263803
BSGatlas-TSS-2603	tss	NC_000964.3	3264532	3264541
BSGatlas-TSS-2604	tss	NC_000964.3	3265236	3265245
BSGatlas-TSS-2605	tss	NC_000964.3	3265326	3265335
BSGatlas-TSS-2606	tss	NC_000964.3	3266160	3266169
BSGatlas-TSS-2607	tss	NC_000964.3	3266632	3266641
BSGatlas-TSS-2608	tss	NC_000964.3	3273698	3273707
BSGatlas-TSS-2609	tss	NC_000964.3	3276489	3276498
BSGatlas-TSS-2610	tss	NC_000964.3	3276510	3276519
BSGatlas-TSS-2611	tss	NC_000964.3	3276599	3276608
BSGatlas-TSS-2612	tss	NC_000964.3	3276797	3276806
BSGatlas-TSS-2613	tss	NC_000964.3	3276914	3276923
BSGatlas-TSS-2614	tss	NC_000964.3	3276941	3276950
BSGatlas-TSS-2615	tss	NC_000964.3	3278295	3278304
BSGatlas-TSS-2616	tss	NC_000964.3	3279523	3279532
BSGatlas-TSS-2617	tss	NC_000964.3	3291357	3291366
BSGatlas-TSS-2618	tss	NC_000964.3	3292402	3292411
BSGatlas-TSS-2619	tss	NC_000964.3	3293437	3293446
BSGatlas-TSS-2620	tss	NC_000964.3	3294217	3294226
BSGatlas-TSS-2621	tss	NC_000964.3	3294251	3294260
BSGatlas-TSS-2622	tss	NC_000964.3	3296324	3296333
BSGatlas-TSS-2623	tss	NC_000964.3	3297495	3297504
BSGatlas-TSS-2624	tss	NC_000964.3	3297957	3297966
BSGatlas-TSS-2625	tss	NC_000964.3	3297996	3298005
BSGatlas-TSS-2626	tss	NC_000964.3	3298923	3298932
BSGatlas-TSS-2627	tss	NC_000964.3	3299249	3299258
BSGatlas-TSS-2628	tss	NC_000964.3	3299585	3299594
BSGatlas-TSS-2629	tss	NC_000964.3	3299685	3299694
BSGatlas-TSS-2630	tss	NC_000964.3	3299903	3299912
BSGatlas-TSS-2631	tss	NC_000964.3	3301379	3301388
BSGatlas-TSS-2632	tss	NC_000964.3	3301444	3301453
BSGatlas-TSS-2633	tss	NC_000964.3	3301536	3301545
BSGatlas-TSS-2634	tss	NC_000964.3	3301621	3301630
BSGatlas-TSS-2635	tss	NC_000964.3	3302890	3302899
BSGatlas-TSS-2636	tss	NC_000964.3	3302974	3302983
BSGatlas-TSS-2637	tss	NC_000964.3	3303140	3303149
BSGatlas-TSS-2638	tss	NC_000964.3	3305317	3305326
BSGatlas-TSS-2639	tss	NC_000964.3	3305425	3305434
BSGatlas-TSS-2640	tss	NC_000964.3	3305999	3306008
BSGatlas-TSS-2641	tss	NC_000964.3	3306615	3306624
BSGatlas-TSS-2642	tss	NC_000964.3	3306927	3306936
BSGatlas-TSS-2643	tss	NC_000964.3	3307589	3307598
BSGatlas-TSS-2644	tss	NC_000964.3	3308270	3308279
BSGatlas-TSS-2645	tss	NC_000964.3	3308573	3308582
BSGatlas-TSS-2646	tss	NC_000964.3	3308617	3308626
BSGatlas-TSS-2647	tss	NC_000964.3	3308782	3308791
BSGatlas-TSS-2648	tss	NC_000964.3	3310332	3310341
BSGatlas-TSS-2649	tss	NC_000964.3	3310387	3310396
BSGatlas-TSS-2650	tss	NC_000964.3	3312771	3312780
BSGatlas-TSS-2651	tss	NC_000964.3	3316040	3316049
BSGatlas-TSS-2652	tss	NC_000964.3	3316208	3316217
BSGatlas-TSS-2653	tss	NC_000964.3	3317177	3317186
BSGatlas-TSS-2654	tss	NC_000964.3	3317376	3317385
BSGatlas-TSS-2655	tss	NC_000964.3	3317404	3317413
BSGatlas-TSS-2656	tss	NC_000964.3	3317470	3317479
BSGatlas-TSS-2657	tss	NC_000964.3	3319603	3319612
BSGatlas-TSS-2658	tss	NC_000964.3	3319648	3319657
BSGatlas-TSS-2659	tss	NC_000964.3	3321352	3321361
BSGatlas-TSS-2660	tss	NC_000964.3	3321422	3321431
BSGatlas-TSS-2661	tss	NC_000964.3	3321530	3321539
BSGatlas-TSS-2662	tss	NC_000964.3	3323242	3323251
BSGatlas-TSS-2663	tss	NC_000964.3	3323639	3323648
BSGatlas-TSS-2664	tss	NC_000964.3	3326314	3326323
BSGatlas-TSS-2665	tss	NC_000964.3	3326788	3326797
BSGatlas-TSS-2666	tss	NC_000964.3	3327179	3327188
BSGatlas-TSS-2667	tss	NC_000964.3	3328651	3328660
BSGatlas-TSS-2668	tss	NC_000964.3	3328667	3328676
BSGatlas-TSS-2669	tss	NC_000964.3	3328680	3328689
BSGatlas-TSS-2670	tss	NC_000964.3	3330470	3330479
BSGatlas-TSS-2671	tss	NC_000964.3	3334740	3334749
BSGatlas-TSS-2672	tss	NC_000964.3	3335373	3335382
BSGatlas-TSS-2673	tss	NC_000964.3	3341021	3341030
BSGatlas-TSS-2674	tss	NC_000964.3	3341055	3341064
BSGatlas-TSS-2675	tss	NC_000964.3	3343694	3343703
BSGatlas-TSS-2676	tss	NC_000964.3	3344067	3344076
BSGatlas-TSS-2677	tss	NC_000964.3	3346180	3346189
BSGatlas-TSS-2678	tss	NC_000964.3	3346248	3346257
BSGatlas-TSS-2679	tss	NC_000964.3	3347247	3347256
BSGatlas-TSS-2680	tss	NC_000964.3	3347445	3347454
BSGatlas-TSS-2681	tss	NC_000964.3	3350975	3350984
BSGatlas-TSS-2682	tss	NC_000964.3	3352038	3352047
BSGatlas-TSS-2683	tss	NC_000964.3	3352140	3352149
BSGatlas-TSS-2684	tss	NC_000964.3	3352747	3352756
BSGatlas-TSS-2685	tss	NC_000964.3	3353935	3353944
BSGatlas-TSS-2686	tss	NC_000964.3	3354038	3354047
BSGatlas-TSS-2687	tss	NC_000964.3	3354045	3354054
BSGatlas-TSS-2688	tss	NC_000964.3	3354353	3354362
BSGatlas-TSS-2689	tss	NC_000964.3	3355342	3355351
BSGatlas-TSS-2690	tss	NC_000964.3	3360822	3360831
BSGatlas-TSS-2691	tss	NC_000964.3	3360887	3360896
BSGatlas-TSS-2692	tss	NC_000964.3	3361193	3361202
BSGatlas-TSS-2693	tss	NC_000964.3	3361702	3361711
BSGatlas-TSS-2694	tss	NC_000964.3	3361969	3361978
BSGatlas-TSS-2695	tss	NC_000964.3	3364539	3364548
BSGatlas-TSS-2696	tss	NC_000964.3	3366079	3366088
BSGatlas-TSS-2697	tss	NC_000964.3	3366541	3366550
BSGatlas-TSS-2698	tss	NC_000964.3	3366959	3366968
BSGatlas-TSS-2699	tss	NC_000964.3	3371831	3371840
BSGatlas-TSS-2700	tss	NC_000964.3	3372462	3372471
BSGatlas-TSS-2701	tss	NC_000964.3	3372558	3372567
BSGatlas-TSS-2702	tss	NC_000964.3	3374168	3374177
BSGatlas-TSS-2703	tss	NC_000964.3	3374421	3374430
BSGatlas-TSS-2704	tss	NC_000964.3	3377805	3377814
BSGatlas-TSS-2705	tss	NC_000964.3	3377828	3377837
BSGatlas-TSS-2706	tss	NC_000964.3	3380074	3380083
BSGatlas-TSS-2707	tss	NC_000964.3	3380621	3380630
BSGatlas-TSS-2708	tss	NC_000964.3	3382535	3382544
BSGatlas-TSS-2709	tss	NC_000964.3	3382588	3382597
BSGatlas-TSS-2710	tss	NC_000964.3	3383029	3383038
BSGatlas-TSS-2711	tss	NC_000964.3	3383532	3383541
BSGatlas-TSS-2712	tss	NC_000964.3	3385615	3385624
BSGatlas-TSS-2713	tss	NC_000964.3	3385620	3385629
BSGatlas-TSS-2714	tss	NC_000964.3	3385694	3385703
BSGatlas-TSS-2715	tss	NC_000964.3	3385701	3385710
BSGatlas-TSS-2716	tss	NC_000964.3	3387995	3388004
BSGatlas-TSS-2717	tss	NC_000964.3	3388004	3388013
BSGatlas-TSS-2718	tss	NC_000964.3	3388284	3388293
BSGatlas-TSS-2719	tss	NC_000964.3	3388827	3388836
BSGatlas-TSS-2720	tss	NC_000964.3	3390440	3390449
BSGatlas-TSS-2721	tss	NC_000964.3	3390695	3390704
BSGatlas-TSS-2722	tss	NC_000964.3	3390709	3390718
BSGatlas-TSS-2723	tss	NC_000964.3	3390748	3390757
BSGatlas-TSS-2724	tss	NC_000964.3	3397762	3397771
BSGatlas-TSS-2725	tss	NC_000964.3	3398953	3398962
BSGatlas-TSS-2726	tss	NC_000964.3	3400402	3400411
BSGatlas-TSS-2727	tss	NC_000964.3	3404704	3404713
BSGatlas-TSS-2728	tss	NC_000964.3	3404790	3404799
BSGatlas-TSS-2729	tss	NC_000964.3	3406582	3406591
BSGatlas-TSS-2730	tss	NC_000964.3	3409112	3409121
BSGatlas-TSS-2731	tss	NC_000964.3	3409460	3409469
BSGatlas-TSS-2732	tss	NC_000964.3	3409999	3410008
BSGatlas-TSS-2733	tss	NC_000964.3	3410045	3410054
BSGatlas-TSS-2734	tss	NC_000964.3	3410146	3410155
BSGatlas-TSS-2735	tss	NC_000964.3	3410390	3410399
BSGatlas-TSS-2736	tss	NC_000964.3	3415270	3415279
BSGatlas-TSS-2737	tss	NC_000964.3	3415564	3415573
BSGatlas-TSS-2738	tss	NC_000964.3	3418323	3418332
BSGatlas-TSS-2739	tss	NC_000964.3	3418414	3418423
BSGatlas-TSS-2740	tss	NC_000964.3	3420507	3420516
BSGatlas-TSS-2741	tss	NC_000964.3	3421386	3421395
BSGatlas-TSS-2742	tss	NC_000964.3	3421631	3421640
BSGatlas-TSS-2743	tss	NC_000964.3	3421711	3421720
BSGatlas-TSS-2744	tss	NC_000964.3	3422220	3422229
BSGatlas-TSS-2745	tss	NC_000964.3	3422296	3422305
BSGatlas-TSS-2746	tss	NC_000964.3	3425191	3425200
BSGatlas-TSS-2747	tss	NC_000964.3	3425234	3425243
BSGatlas-TSS-2748	tss	NC_000964.3	3427466	3427475
BSGatlas-TSS-2749	tss	NC_000964.3	3427624	3427633
BSGatlas-TSS-2750	tss	NC_000964.3	3427750	3427759
BSGatlas-TSS-2751	tss	NC_000964.3	3430008	3430017
BSGatlas-TSS-2752	tss	NC_000964.3	3430492	3430501
BSGatlas-TSS-2753	tss	NC_000964.3	3434197	3434206
BSGatlas-TSS-2754	tss	NC_000964.3	3434215	3434224
BSGatlas-TSS-2755	tss	NC_000964.3	3436692	3436701
BSGatlas-TSS-2756	tss	NC_000964.3	3436696	3436705
BSGatlas-TSS-2757	tss	NC_000964.3	3436750	3436759
BSGatlas-TSS-2758	tss	NC_000964.3	3436806	3436815
BSGatlas-TSS-2759	tss	NC_000964.3	3437510	3437519
BSGatlas-TSS-2760	tss	NC_000964.3	3438797	3438806
BSGatlas-TSS-2761	tss	NC_000964.3	3441051	3441060
BSGatlas-TSS-2762	tss	NC_000964.3	3443864	3443873
BSGatlas-TSS-2763	tss	NC_000964.3	3444171	3444180
BSGatlas-TSS-2764	tss	NC_000964.3	3444238	3444247
BSGatlas-TSS-2765	tss	NC_000964.3	3444317	3444326
